phylum	class	order	family	genus	names_to_use	SporeType	SporeVolume	spore_length	spore_width	SporeArea	Q_ratio
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella andina	Meiospores	38.48451000647496	6.0	3.5	16.493361431346415	1.7142857142857142
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella brinkmannii	Meiospores	177.20546061654926	15.0	4.75	55.95961914206819	3.1578947368421053
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella cf conidiata	Meiospores	256.56340004316644	10.0	7.0	54.97787143782138	1.4285714285714286
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella conidiata	Meiospores	637.5094563755765	13.35	9.55	100.13237534694917	1.3979057591623034
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella conidiata	Mitospores	1648.5376550018536	27.5	10.7	231.10340957969916	2.5700934579439254
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella cystidiophora	Meiospores	65.44984694978736	5.0	5.0	19.634954084936208	1.0
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella deliquescens	Meiospores	1150.3465099894624	13.0	13.0	132.73228961416876	1.0
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella eichleriana	Meiospores	14.848934026733005	3.75	2.75	8.099418560036185	1.3636363636363635
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella eichleriana	Mitospores	23.504676285842383	4.25	3.25	10.848312131927255	1.3076923076923077
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella fuscoviolacea	Meiospores	113.49003461093127	12.0	4.25	40.05530633326986	2.823529411764706
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella guttulata	Meiospores	59.90624491314037	5.65	4.5	19.968748304380124	1.2555555555555555
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella irregularis	Meiospores	147.67121718045772	12.5	4.75	46.63301595172349	2.6315789473684212
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella kirschneri	Meiospores	190.06635554218246	12.0	5.5	51.83627878423159	2.1818181818181817
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella pacifica	Meiospores	194.43022408755957	8.15	6.75	43.206716463902126	1.2074074074074075
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella pallida	Meiospores	173.11484518218754	10.0	5.75	45.16039439535328	1.7391304347826086
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella robusta	Meiospores	703.7167544041137	21.0	8.0	131.94689145077132	2.625
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella sphaerospora	Meiospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella subglobospora	Meiospores	165.91536201771095	7.5	6.5	38.2881604656256	1.1538461538461537
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella tomaculum	Meiospores	21.778436572541743	5.5	2.75	11.879147221386406	2.0
Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella violea	Meiospores	85.08480103472355	6.5	5.0	25.525440310417068	1.3
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia bondarzewii	Meiospores	56.74501730546564	6.0	4.25	20.02765316663493	1.411764705882353
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia bresadolae subsp. vaga	Meiospores	52.0162658633435	5.5	4.25	18.358682069415355	1.2941176470588236
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia crustosa	Meiospores	21.283472104983975	5.375	2.75	11.609166602718533	1.9545454545454546
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia crustosa	Mitospores	1436.7550402417319	14.0	14.0	153.93804002589985	1.0
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia lateritia	Meiospores	40.194387258038155	4.25	4.25	14.18625432636641	1.0
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia mutabilis subsp. granulosa	Meiospores	48.17108735504349	5.75	4.0	18.06415775814131	1.4375
Basidiomycota	Agaricomycetes	Cantharellales		Grandinia	Grandinia schweinitzii	Meiospores	197.92033717615695	10.5	6.0	49.480084294039244	1.75
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium adhaesum	Meiospores	34.56570042035644	6.25	3.25	15.953400194010667	1.9230769230769231
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium albidocarneum	Meiospores	1022.6538585904274	12.5	12.5	122.7184630308513	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium albidocremeum	Meiospores	36.316811075497995	6.0	3.4	16.022122533307943	1.7647058823529411
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium appalachiense	Meiospores	441.7864669110646	15.0	7.5	88.35729338221293	2.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium appalachiensis	Meiospores	441.7864669110646	15.0	7.5	88.35729338221293	2.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium argentatum	Meiospores	23.561944901923447	5.0	3.0	11.780972450961723	1.6666666666666667
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium aureolum	Meiospores	221.74408146587956	14.0	5.5	60.47565858160352	2.5454545454545454
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium boreoroseum	Meiospores	89.6125279469285	8.25	4.5	29.270106553758474	1.8561224489795918
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium byssoideum	Meiospores	17.979618372497836	4.5	2.75	9.735664733780869	1.642929292929293
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium caeruleum	Meiospores	98.13795488577178	7.875	4.875	30.164198212983248	1.6157894736842104
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium calceum subsp. contiguum	Meiospores	78.53981633974482	6.0	5.0	23.561944901923447	1.2
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium canfieldii	Meiospores	6061.441225713706	68.5	13.0	699.3970645054277	5.269230769230769
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium confine	Meiospores	9.277515805132357	3.5	2.25	6.1850105367549055	1.5555555555555556
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium cultum	Meiospores	97.46300333910209	8.25	4.75	30.777790528137505	1.736842105263158
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium durangense	Meiospores	994.8376736367677	19.0	10.0	149.22565104551518	1.9
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium gemmiferum subsp. thymicola	Meiospores	42.49331313214944	6.625	3.5	18.211419913778332	1.8928571428571428
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium globosum	Meiospores	35.277467505935384	5.5	3.5	15.11891464540088	1.5714285714285714
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium griseoeffusum	Meiospores	890.6415172927063	21.0	9.0	148.44025288211773	2.3333333333333335
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium habgallae	Meiospores	2390.0975109123347	19.0	15.5	231.29975912054852	1.2258064516129032
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium improvisum	Meiospores	12.590914306965342	4.75	2.25	8.393942871310228	2.111111111111111
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium jacksonii	Meiospores	43.982297150257104	5.25	4.0	16.493361431346415	1.3125
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium jonides	Meiospores	229.8925874111281	10.0	6.625	52.03262832508095	1.50997150997151
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium lacteum subsp. avellaneum	Meiospores	28.274333882308134	6.0	3.0	14.137166941154069	2.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium leprosum	Meiospores	94.28704951586369	7.5	4.9	28.863382504856226	1.530612244897959
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium lilacinoroseum	Meiospores	158.74860377670922	11.0	5.25	45.35674393620264	2.0952380952380953
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium lividocaeruleum	Meiospores	57.00954377022102	7.583333333333333	3.75	22.46565996551451	2.0280112044817926
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium lombardiae	Meiospores	269.3915700453247	10.5	7.0	57.72676500971245	1.5
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium meridioroseum	Meiospores	414.69023027385265	12.375	8.0	77.75441817634737	1.546875
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium mexicanum	Meiospores	316.6136346195963	10.75	7.5	63.32272692391927	1.4333333333333333
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium minnsiae	Meiospores	694.7409623934197	13.75	9.825	106.06802196682538	1.4003886010362696
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium mississippiense	Meiospores	779.7040267128167	16.5	9.5	123.11116211255002	1.736842105263158
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium mussooriense	Meiospores	84.46793622722181	7.15	4.75	26.674085124385837	1.5052631578947369
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium mussooriensis	Meiospores	84.46793622722181	7.15	4.75	26.674085124385837	1.5052631578947369
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium mustialaensis	Meiospores	51.55102653460876	5.216666666666667	4.333333333333333	17.674731168790075	1.2261437908496733
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium nudum subsp. citrinum	Meiospores	80.40513697781375	5.25	5.25	22.089323345553233	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium oakesii	Meiospores	2199.0712242815553	23.0	13.5	243.99702942880728	1.704280287613621
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium pini	Meiospores	303.09824122446526	11.0	7.25	62.635503530946494	1.519047619047619
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium ravum	Meiospores	61.2468759448285	6.833333333333333	4.133333333333334	22.194043100672893	1.6540675341866704
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium rhodoleucum subsp. galactites	Meiospores	15.70250911403648	5.083333333333333	2.4166666666666665	9.686577348568528	2.1
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium rosae	Meiospores	38.71358447079922	7.0	3.25	17.867808217291948	2.1538461538461537
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium roseocarneum	Meiospores	134.00038039882088	9.75	5.125	39.22082078466008	1.9047619047619047
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium roseum	Meiospores	1302.9464642555001	20.77777777777778	10.88888888888889	177.8490507782222	1.922222222222222
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium roumeguerii	Meiospores	15.219969209091351	4.3	2.6	8.780751466783471	1.6538461538461537
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium rubicundum	Meiospores	41.69155250701454	6.5	3.5	17.867808217291948	1.8571428571428572
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium rubrocanum	Meiospores	28.274333882308134	6.0	3.0	14.137166941154069	2.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium sphaerosporum subsp. praefocatum	Meiospores	76.78903293383802	6.5	4.75	24.249168294896215	1.368421052631579
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium stevensonii	Meiospores	78.53981633974482	6.0	5.0	23.561944901923447	1.2
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium subnullum	Meiospores	12.869076156501938	3.25	2.75	7.019496085364694	1.1818181818181819
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium subochraceum	Meiospores	18.405544159831404	5.2	2.6	10.618583169133501	2.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium subseriale subsp. ochraceofulvum	Meiospores	31.80044438672793	5.75	3.25	14.677128178489815	1.7692307692307692
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium sulfureoisabellinum	Meiospores	118.79147221386404	7.5	5.5	32.39767424014474	1.3636363636363635
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	Corticium vinaceum	Meiospores	168.73788666742053	8.25	6.25	40.49709280018093	1.32
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Cytidia	Cytidia habgallae	Meiospores	2390.0975109123347	19.0	15.5	231.29975912054852	1.2258064516129032
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Cytidia	Cytidia salicina	Meiospores	129.80886311707826	14.166666666666666	4.166666666666667	46.46939133434902	3.4027777777777777
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrocorticium	Dendrocorticium ionides	Meiospores	229.8925874111281	10.0	6.625	52.03262832508095	1.50997150997151
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrocorticium	Dendrocorticium jonides	Meiospores	229.8925874111281	10.0	6.625	52.03262832508095	1.50997150997151
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrocorticium	Dendrocorticium piceinum	Meiospores	122.75118795432618	7.75	5.5	33.47759671481623	1.4090909090909092
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrocorticium	Dendrocorticium polygonioides	Meiospores	112.33026332298104	7.73	5.24	31.910727378838324	1.4771304347826086
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrocorticium	Dendrocorticium violaceum	Meiospores	43.982297150257104	5.25	4.0	16.493361431346415	1.3125
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrodontia	Dendrodontia bispora	Meiospores	331.13846100423393	11.4	7.3999999999999995	65.46359141764681	1.615424430641822
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrodontia	Dendrodontia hyphopaxillosa	Meiospores	21.59111911057145	6.1	2.6	12.45641487148353	2.346153846153846
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrodontia	Dendrodontia taiwaniana	Meiospores	24.504422698000386	5.2	3.0	12.252211349000195	1.7333333333333334
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele acerina	Meiospores	61.60139594913986	10.1	3.4166666666666665	27.05696672904209	2.964835164835165
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele alba	Meiospores	732.4492372150703	15.5	9.5	115.64987956027426	1.631578947368421
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele alliacea	Meiospores	277.5564384523107	12.75	6.4375	64.54991155422778	1.9791666666666667
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele americana	Meiospores	218.07889003669146	8.5	7.0	46.73119072214817	1.2142857142857142
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele andina	Meiospores	385.15598683776113	10.5	8.375	69.01686360855078	1.2549019607843137
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele andinopatagonica	Meiospores	5773.8545982163405	29.0	19.5	444.142661401257	1.4871794871794872
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele arachispora	Meiospores	143.7933137486828	6.5	6.5	33.18307240354219	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele asterospora	Meiospores	1150.3465099894624	13.0	13.0	132.73228961416876	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele aucklandica	Meiospores	423.45232853425546	17.75	6.75	94.10051745205678	2.6296296296296298
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele australis	Meiospores	744.2629345895069	15.75	9.5	117.5152001983432	1.6578947368421053
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele boidinii	Meiospores	759.2182246175333	14.5	10.0	113.88273369263	1.45
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele capitulata	Meiospores	563.8586127032868	10.25	10.25	82.5158945419444	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele crustulina	Meiospores	57.7385459821634	7.25	3.9	22.20713307006285	1.858974358974359
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele crustulinum	Meiospores	57.7385459821634	7.25	3.9	22.20713307006285	1.858974358974359
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele cymbiformis	Meiospores	650.4651226795929	10.75	10.75	90.76257525761761	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele gilbertsonii	Meiospores	268.082573106329	8.0	8.0	50.26548245743669	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele griseocana	Meiospores	270.3733177495715	9.916666666666666	7.222222222222222	56.15596868291755	1.377514367816092
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele incrustans	Meiospores	410.8473892600866	10.071428571428571	8.785714285714286	69.59188726389533	1.1512605042016808
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele itihummensis	Meiospores	298.6476516318797	13.5	6.5	68.91868883812609	2.076923076923077
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele latenavicularis	Meiospores	874.2136057083096	18.5	9.5	138.03372721710153	1.9473684210526316
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele lemkei	Meiospores	593.7610115284708	14.0	9.0	98.96016858807849	1.5555555555555556
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele lepra	Meiospores	786.6089855660193	13.0	10.75	109.7593933347934	1.2093023255813953
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele leptostachys	Meiospores	195.43219579451386	7.2	7.2	40.71504079052372	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele macrodens	Meiospores	2814.8670176164546	21.0	16.0	263.89378290154264	1.3125
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele magninavicularis	Meiospores	442.4409653805625	20.0	6.5	102.10176124166827	3.076923076923077
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele mangiferae	Meiospores	5721.3638209626115	22.75	21.75	390.3428872085318	1.0481382978723404
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele mexicana	Meiospores	1590.6930802676318	15.5	14.0	170.43140145724627	1.1071428571428572
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele microspora	Meiospores	141.3716694115407	7.5	6.0	35.34291735288517	1.25
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele nakasoneae	Meiospores	466.52650905808423	11.0	9.0	77.75441817634739	1.2222222222222223
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele navicularis	Meiospores	3591.3640018287315	19.0	19.0	283.5287369864788	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele nivosa	Meiospores	3004.235241457839	19.666666666666668	16.666666666666668	261.79938779914943	1.181348014681348
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele novae-zelandiae	Meiospores	330.21084032341463	10.5	7.75	63.911775546467354	1.3548387096774193
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele ornata	Meiospores	397.21512113825946	10.5	8.5	70.09678608322226	1.2352941176470589
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele pachysterigmata	Meiospores	136.5699195734539	9.504	5.166666666666667	38.95993769471822	1.8357441077441077
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele papillata	Meiospores	333.9905689847649	14.0	6.75	74.22012644105887	2.074074074074074
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele pitrae	Meiospores	213.82464998495527	13.5	5.5	58.315813632260536	2.4545454545454546
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele seriata	Meiospores	4921.828490624009	23.5	20.0	369.1371367968007	1.175
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele strumosa	Meiospores	4676.996975646592	22.5	19.625	349.60035748228916	1.1541501976284585
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele subellipsoidea	Meiospores	143.7933137486828	6.5	6.5	33.18307240354219	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele syspora	Meiospores	603.7748381117883	20.5	7.5	120.75496762235767	2.7333333333333334
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele tanzaniana	Meiospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele tetracornis	Meiospores	628.3185307179585	12.0	10.0	94.24777960769379	1.2
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Dendrothele	Dendrothele tuberculata	Meiospores	416.130126906748	11.0	8.5	73.43472827766142	1.2941176470588236
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium aurantiacum	Meiospores	1125.6719176893926	19.5	10.5	160.81027395562754	1.8571428571428572
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium chaparralum	Meiospores	262.4211613451724	11.0	6.75	58.315813632260536	1.6296296296296295
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium laetum	Meiospores	310.1340997715674	13.0	6.75	68.91868883812609	1.9259259259259258
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium salmonicolor	Meiospores	338.70295796514955	11.5	7.5	67.74059159302992	1.5333333333333334
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium salmonicolor	Mitospores	1357.1680263507906	18.0	12.0	169.64600329384882	1.5
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Galzinia	Galzinia incrustans	Meiospores	12.717723385430556	5.375	2.125	8.958447801252145	2.541666666666667
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Galzinia	Galzinia incrustans	Mitospores	42.411500823462205	9.0	3.0	21.205750411731103	3.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Galzinia	Galzinia incrustans coll	Meiospores	10.471975511965976	5.0	2.0	7.853981633974483	2.5
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Hemmesomyces	Hemmesomyces puauluensis	Meiospores	49.65189014228243	5.25	4.25	17.524196520805564	1.2352941176470589
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Kurtia	Kurtia argillacea	Meiospores	91.09800572323527	7.96875	4.65625	29.206994201342606	1.7118055555555556
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Kurtia	Kurtia macedonica	Meiospores	19.880391010997908	7.5	2.25	13.25359400733194	3.3333333333333335
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laeticorticium	Laeticorticium jonides	Meiospores	229.8925874111281	10.0	6.625	52.03262832508095	1.50997150997151
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laeticorticium	Laeticorticium sect. Dentocorticium	Meiospores	65.44984694978736	5.0	5.0	19.634954084936208	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	Laetisaria agavei	Meiospores	175.01698135916573	8.125	6.25	40.81616080406114	1.2777777777777777
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	Laetisaria agaves	Meiospores	175.01698135916573	8.125	6.25	40.81616080406114	1.2777777777777777
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	Laetisaria lichenicola	Meiospores	5.964117303299372	2.25	2.25	3.9760782021995817	1.0
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Leptocorticium	Leptocorticium cyatheae	Meiospores	39.59715740462135	10.0	2.75	21.59844949342983	3.6363636363636362
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Leptocorticium	Leptocorticium gloeocystidiatum	Meiospores	17.818720832079606	4.5	2.75	9.719302272043423	1.6363636363636365
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Leptocorticium	Leptocorticium indicum	Meiospores	46.9543092504	6.05	3.85	18.293886720935063	1.5714285714285714
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Leptocorticium	Leptocorticium tenellum	Meiospores	75.39822368615503	9.0	4.0	28.274333882308138	2.25
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Licrostroma	Licrostroma subgiganteum	Meiospores	2061.6701789183016	17.5	15.0	206.16701789183017	1.1666666666666667
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	Limonomyces culmigenus	Meiospores	80.99418560036185	11.0	3.75	32.39767424014474	2.933333333333333
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	Limonomyces culmigenus	Mitospores	46.792549953663595	7.875	3.0	20.395808555727484	2.522222222222222
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Melzerodontia	Melzerodontia udamentiens	Meiospores	7.560766319639435	4.0	1.9	5.969026041820607	2.1052631578947367
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Mutatoderma	Mutatoderma heterocystidia	Mitospores	58.07037670619883	10.5	3.25	26.801712325937924	3.230769230769231
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Mutatoderma	Mutatoderma heterocystidiatum	Mitospores	58.07037670619883	10.5	3.25	26.801712325937924	3.230769230769231
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Mutatoderma	Mutatoderma heterocystidium	Mitospores	58.07037670619883	10.5	3.25	26.801712325937924	3.230769230769231
Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Mutatoderma	Mutatoderma mutatum	Meiospores	98.40384488900528	14.125	3.625	40.25165587411922	3.9350961538461537
