phylum	class	order	family	genus	names_to_use	SporeType	SporeVolume	spore_length	spore_width	SporeArea	Q_ratio
"""Zygomycetous fungi"""	Asellariomycetes	Asellariales	Asellariaceae	Asellaria	Asellaria jatibonicua	Multinucleate sexual spores	1767.1458676442585	15.0	15.0	176.71458676442586	1.0
"""Zygomycetous fungi"""	Asellariomycetes	Asellariales	Asellariaceae	Asellaria	Asellaria jatibunicua	Multinucleate sexual spores	1767.1458676442585	15.0	15.0	176.71458676442586	1.0
"""Zygomycetous fungi"""	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila	Mitospores	75.66002307395418	6.5	4.5	23.954643983622173	1.4
"""Zygomycetous fungi"""	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Echinochlamydosporium	Echinochlamydosporium variabile	Mitospores	1027.4897187070828	11.5	10.524999999999999	110.34156972341175	1.1741071428571428
"""Zygomycetous fungi"""	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia flammicorona	Multinucleate sexual spores	78539.81633974482	60.0	50.0	2356.194490192345	1.2
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus coronatus	Mitospores	17136.689395478286	30.85	28.4125	749.4882867453606	1.1058247753530166
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus dabieshanensis	Mitospores	24057.772489337865	40.125	33.625	1054.1270537424066	1.2280701754385965
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus incongruus	Mitospores	4419.95906421304	19.0	17.5	301.98559382631885	1.0625
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus incongruus	Multinucleate sexual spores	4188.790204786391	20.0	20.0	314.1592653589793	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus lamprauges	Mitospores	2806.162187972133	17.5	17.5	240.52818754046854	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus margaritatus	Mitospores	13996.996636408216	31.25	28.5	707.7782446565827	1.1153039832285114
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus margaritatus	Multinucleate sexual spores	22449.297503777063	35.0	35.0	962.1127501618741	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus obscurus	Mitospores	29898.831808525334	39.75	37.75	1180.1589152750907	1.0571428571428572
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus sinensis	Mitospores	4115.670453897175	20.625	19.375	314.77285767413355	1.0714285714285714
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus sinensis	Multinucleate sexual spores	11494.040321933855	28.0	28.0	615.7521601035994	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Ancylistaceae	Conidiobolus	Conidiobolus stilbeus	Mitospores	3081.9023931715865	18.0	18.0	255.25440310417068	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Empusa	Empusa gryllii	Mitospores	14885.258691790137	35.0	28.5	783.4346679889546	1.2280701754385965
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophaga	Entomophaga grylli	Mitospores	14885.258691790137	35.0	28.5	783.4346679889546	1.2280701754385965
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora phalloides	Mitospores	1462.2804805521491	29.0	9.75	223.44577748657406	2.957894736842105
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora planchoniana	Mitospores	10571.884703334827	25.75	24.25	540.2557616470198	1.096774193548387
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora pyralidarum	Mitospores	2257.7579203798646	22.0	14.0	241.90263432641407	1.5714285714285714
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora pyralidarum	Multinucleate sexual spores	3591.3640018287315	19.0	19.0	283.5287369864788	1.0
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Erynia	Erynia phalloides	Mitospores	1462.2804805521491	29.0	9.75	223.44577748657406	2.957894736842105
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Erynia	Erynia thurgoviensis	Mitospores	1588.625846851723	26.75	10.65	223.75011927489055	2.511737089201878
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Pandora	Pandora neoaphidis	Mitospores	2367.517313714658	22.75	14.25	250.9347132054847	1.6321339950372207
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Pandora	Pandora psocopterae	Mitospores	1044.3910617593906	20.75	9.8	159.74998643504097	2.1177083333333337
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites cinarae	Mitospores	3555.762950279476	27.2	15.55	329.655171122811	1.8510483511949358
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites cinarae	Multinucleate sexual spores	10858.725202576963	34.55	24.5	664.8199103618549	1.4102040816326529
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites fresenii	Mitospores	3229.744879511543	24.69	15.91	303.5473580742347	1.6071988352423134
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites fresenii	Multinucleate sexual spores	5453.29073808409	27.25	19.55	418.41105407294816	1.39386189258312
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites osornensis	Mitospores	8610.920555651035	26.18166666666667	23.665	500.2214058097585	1.1706214689265537
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites osornensis	Multinucleate sexual spores	17153.595974911048	36.295	29.195	832.2055770113542	1.3212669683257916
"""Zygomycetous fungi"""	Entomophthoromycetes	Entomophthorales	Neozygitaceae	Neozygites	Neozygites tanajoae	Mitospores	2930.7019238940557	17.75	16.85	242.5368433433575	1.0679245283018868
"""Zygomycetous fungi"""	Harpellomycetes	Harpellales	Legeriomycetaceae	Zygopolaropsis	Zygopolaropsis sphaerica	Multinucleate sexual spores	1687.4873170706014	39.35	9.05	279.69403045369086	4.348066298342541
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Dissophora	Dissophora decumbens	Mitospores	5516.505800009777	17.0	17.0	313.57021673643123	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Gamsiella	Gamsiella multidivaricata	Multinucleate sexual spores	16365537.880253479	315.0	315.0	77931.1327631118	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale	Mitospores	1248.331737657377	13.850000000000001	12.8	141.92930210755287	1.073943661971831
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella acrotona	Mitospores	3315.231097547579	18.5	18.5	268.8025214227767	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	Mitospores	19.182755142374038	3.7045454545454546	2.272727272727273	7.53268238531189	1.7159090909090908
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	Multinucleate sexual spores	76453.7988177612	54.0	52.0	2205.398042820035	1.0384615384615385
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella ambigua	Mitospores	1210.494919336317	11.5	10.5	118.39877313216533	1.2222222222222223
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella amoeboidea	Mitospores	27611.65418194154	37.5	37.5	1104.4661672776617	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella angusta	Mitospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella armillariicola	Mitospores	65449.84694978735	50.0	50.0	1963.4954084936207	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella bainieri	Mitospores	67.02064327658225	8.0	4.0	25.132741228718345	2.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella beljakovae	Mitospores	47712.938426394976	45.0	45.0	1590.4312808798327	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella beljakovae	Multinucleate sexual spores	63505.921045531715	49.5	49.5	1924.4218498645976	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella bisporalis	Mitospores	606.1310326019807	10.5	10.5	86.59014751456867	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella capitata	Mitospores	243.72704881013937	7.75	7.75	47.17297718905924	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella clonocystis	Mitospores	268.082573106329	8.0	8.0	50.26548245743669	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella cystojenkinii	Mitospores	33510.32163829113	40.0	40.0	1256.6370614359173	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella echinula	Mitospores	696.9099703213358	11.0	11.0	95.03317777109125	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella echinulata	Mitospores	523.5987755982989	10.0	10.0	78.53981633974483	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata	Mitospores	202.1745772278931	10.375	5.75	48.40016181936775	1.8312499999999998
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongata	Multinucleate sexual spores	76453.7988177612	54.0	52.0	2205.398042820035	1.0384615384615385
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella elongatula	Mitospores	33510.32163829113	40.0	40.0	1256.6370614359173	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella epicladia	Mitospores	113.09733552923254	6.0	6.0	28.274333882308138	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella exigua	Mitospores	75.66002307395418	8.0	4.25	26.703537555513243	1.8823529411764706
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella fimbricystis	Mitospores	25461.103110865428	36.5	36.5	1046.3467031862506	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella gamsii	Mitospores	381.7035074111598	9.0	9.0	63.61725123519331	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella gemmifera	Mitospores	5964.117303299372	22.5	22.5	397.60782021995817	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella globulifera	Mitospores	127.83173232380342	6.25	6.25	30.679615757712824	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella globulifera	Multinucleate sexual spores	508047.3683642537	99.0	99.0	7697.68739945839	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella horticola	Mitospores	321.55509806430524	8.5	8.5	56.74501730546564	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella humilis	Mitospores	606.1310326019807	10.5	10.5	86.59014751456867	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella humilis	Multinucleate sexual spores	50965.01042163601	46.0	46.0	1661.9025137490005	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella hyalina	Mitospores	592.9232534875136	10.4	10.4	85.13716091228339	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella indohii	Multinucleate sexual spores	20127.136933998605	40.0	31.0	973.8937226128359	1.2903225806451613
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella jenkinii	Mitospores	67.02064327658225	8.0	4.0	25.132741228718345	2.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella kuhlmanii	Mitospores	1949.816390481115	15.5	15.5	188.69190875623696	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella kuhlmanii	Multinucleate sexual spores	75766.37907524758	52.5	52.5	2164.7536878642168	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella macrocystopsis	Mitospores	3397609.6292232373	120.0	118.875	21692.206399185397	1.4090909090909092
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima	Mitospores	268.082573106329	8.0	8.0	50.26548245743669	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella mutabilis	Mitospores	321.55509806430524	8.5	8.5	56.74501730546564	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella mutabilis	Multinucleate sexual spores	76453.7988177612	54.0	52.0	2205.398042820035	1.0384615384615385
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella parazychae	Mitospores	1436.7550402417319	14.0	14.0	153.93804002589985	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella parvispora	Mitospores	321.55509806430524	8.5	8.5	56.74501730546564	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella pisiformis	Mitospores	3591.3640018287315	19.0	19.0	283.5287369864788	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella polycephala	Mitospores	720.9894926129382	14.6	9.87	111.29877373505241	1.5058823529411764
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella pseudozygospora	Mitospores	56569.51354086978	33.25	31.75	1422.6505982240528	1.4285714285714286
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sclerotiella	Mitospores	143793.31374868282	65.0	65.0	3318.307240354219	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella selenospora	Mitospores	2352.071149834508	16.5	16.5	213.8246499849553	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella tsukubaensis	Mitospores	8634.078359768997	19.5	18.75	417.2427743048944	1.1363636363636362
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella tsukubaensis	Multinucleate sexual spores	41629.76785149395	43.0	43.0	1452.2012041218818	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella turficola	Multinucleate sexual spores	9202.7720799157	26.0	26.0	530.929158456675	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella verticillata	Mitospores	220.8932334555323	7.5	7.5	44.178646691106465	1.0
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella wolfii	Mitospores	13680.584788341752	18.285714285714285	15.814285714285715	471.94295139208594	1.6122448979591837
"""Zygomycetous fungi"""	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella wolfii	Multinucleate sexual spores	47712.938426394976	45.0	45.0	1590.4312808798327	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella circina	Mitospores	273.9594457636443	8.6	7.8	52.684508800700826	1.1025641025641026
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella circina	Multinucleate sexual spores	87113.74629016696	55.0	55.0	2375.8294442772813	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella constricta	Mitospores	1767.1458676442585	15.0	15.0	176.71458676442586	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella grandis	Mitospores	833.7246941389975	16.75	9.75	128.26533755984576	1.7179487179487178
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella indica	Mitospores	842.6091836131964	16.625	9.8	128.039535587869	1.7067610062893082
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella lamprospora	Mitospores	1273.9154283315793	17.55	11.325	161.7763136966064	1.5056601548681263
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella lamprospora	Multinucleate sexual spores	87113.74629016696	55.0	55.0	2375.8294442772813	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella oblongielliptica	Mitospores	5113.672987608124	34.6	16.95	453.20615620686357	2.1049099258212647
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella oblongispora	Mitospores	418.8664541080247	13.85	7.6	82.6710106792154	1.8223684210526316
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella recurva	Mitospores	517.5344545793193	18.05	7.4	104.90563268499719	2.439189189189189
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella recurva	Multinucleate sexual spores	1308996.9389957471	160.0	125.0	15707.963267948966	1.28
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella tuberculispora	Mitospores	818.0218686840342	11.575	11.575	105.48780907361552	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella tuberculispora	Multinucleate sexual spores	939.1337670467325	12.15	12.15	115.94244037613981	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Backusellaceae	Backusella	Backusella variabilis	Mitospores	493.8907628185556	13.25	8.425	87.73879232853744	1.5738977072310405
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea monospora	Mitospores	3622.2563295890313	18.0	18.0	270.7005669843205	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora	Mitospores	3073.308130135379	17.55	15.566666666666666	237.4271737919876	1.347953216374269
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora	Multinucleate sexual spores	113097.33552923254	60.0	60.0	2827.4333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora cucurbitarum	Mitospores	161031.16718908306	67.5	67.5	3578.4703819796237	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora cucurbitarum	Multinucleate sexual spores	161031.16718908306	67.5	67.5	3578.4703819796237	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora infundibulifera	Mitospores	2042.8533479202376	15.1	13.35	184.25440913304135	1.170731707317073
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora infundibulifera	Multinucleate sexual spores	113097.33552923254	60.0	60.0	2827.4333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Gilbertella	Gilbertella persicaria	Mitospores	2907.7749633380317	16.826923076923077	14.365384615384615	225.46591218569728	1.252014652014652
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Gilbertella	Gilbertella persicaria	Multinucleate sexual spores	164285.07996126954	67.75	67.75	3615.9240568966393	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Poitrasia	Poitrasia circinans	Mitospores	1379.564963977008	14.75	12.1	149.02930150466582	1.2856666666666667
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Choanephoraceae	Poitrasia	Poitrasia circinans	Multinucleate sexual spores	205937.9434275059	72.5	72.5	4172.427743048944	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia anomala	Mitospores	8.869763258635183	3.5	2.2	6.047565858160352	1.5909090909090908
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia anomala	Multinucleate sexual spores	143793.31374868282	65.0	65.0	3318.307240354219	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia californica	Mitospores	1191.9030721871432	11.875	9.375	123.33205534600555	1.1666666666666665
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia californica	Multinucleate sexual spores	523598.7755982988	100.0	100.0	7853.981633974483	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia coerulea	Mitospores	582.2418384653083	9.5	8.0	76.96902001294993	1.125
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia coerulea	Multinucleate sexual spores	1987798.7692617911	156.0	156.0	19113.4497044403	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia cylindrospora	Mitospores	230.27736706134587	7.116666666666667	5.2	39.2116578060871	1.4706804891015417
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia cylindrospora	Multinucleate sexual spores	29.397767415231847	4.16	3.54	11.714999005236338	1.2175438596491228
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia fusca	Mitospores	167.94764521534879	6.2	5.575	32.431053662089134	1.2358490566037736
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia glauca	Mitospores	327.96509244995	7.875	6.875	52.6462206402352	1.1
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia glauca	Multinucleate sexual spores	2687607.971453462	172.5	172.5	23370.50409959532	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia heterospora	Mitospores	99.54103597975784	5.75	5.75	25.967226777328133	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia idahoensis	Mitospores	116.83943052858662	8.75	5.05	34.70478134512474	1.7326732673267327
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia koreana	Mitospores	17.562558312349008	3.225	3.225	8.168631773185586	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia macrospora	Mitospores	113.09733552923254	6.0	6.0	28.274333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia pseudocylindrospora	Mitospores	310.01956253940523	7.375	6.5	47.46750150033328	1.35
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia pseudocylindrospora	Multinucleate sexual spores	606.1310326019807	10.5	10.5	86.59014751456867	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia psychrophilia	Mitospores	18.712896641107605	4.4	2.85	9.848892969004002	1.5438596491228072
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia psychrophilia	Multinucleate sexual spores	381.7035074111598	9.0	9.0	63.61725123519331	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia reflexa	Mitospores	113.09733552923254	6.0	6.0	28.274333882308138	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia scabra	Mitospores	75.76637907524758	5.25	5.25	21.647536878642168	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia scabra	Multinucleate sexual spores	288695.60970408283	82.0	82.0	5281.017250684442	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia septata	Mitospores	327.96509244995	7.875	6.875	52.6462206402352	1.1
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia septata	Multinucleate sexual spores	2687607.971453462	172.5	172.5	23370.50409959532	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia spinosa	Mitospores	63371.96975251811	30.0	29.392857142857142	1443.44261210328	1.2529581529581528
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia spinosa	Multinucleate asexual spores	362934.6511509102	88.5	88.5	6151.434765269664	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia spinosa	Multinucleate sexual spores	99541.03597975784	57.5	57.5	2596.7226777328133	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia stercoraria	Mitospores	8.18123086872342	2.5	2.5	4.908738521234052	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella blakesleeana	Mitospores	1288.2493375126644	13.5	13.5	143.13881527918494	1.0
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella blakesleeana	Multinucleate sexual spores	11030.917204917161	30.0	26.5	624.3915399009713	1.1320754716981132
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella echinulata	Mitospores	5428.672105403162	28.0	18.0	414.6902302738527	1.5714285714285714
"""Zygomycetous fungi"""	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella echinulata	Multinucleate sexual spores	48474.77464489051	45.0	43.0	1578.650308428871	1.0344827586206897
