GENUS;Source;COMMENT on genus;primary_lifestyle;Secondary_lifestyle;Comment_on_lifestyle_template;Endophytic_interaction_capability_template;Plant_pathogenic_capacity_template;Decay_substrate_template;Decay_type_template;Aquatic_habitat_template;Animal_biotrophic_capacity_template;Specific_hosts;Growth_form_template;Fruitbody_type_template;Hymenium_type_template;Ectomycorrhiza_exploration_type_template;Ectomycorrhiza_lineage_template;primary_photobiont;secondary_photobiont
Rhizosphaera;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Scleroconidioma;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;wood_pathogen;wood,leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;other;;;;;
Aureobasidium;Fungal_traits_DB;;sooty_mold;litter_saprotroph;hyperviariable;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed,roots,animal_material,sugar-rich_substrates;;partly_aquatic;animal_parasite;;dimorphic_yeast;;;;;;
Columnosphaeria;Fungal_traits_DB;;wood_saprotroph;plant_pathogen;;no_endophytic_capacity;leaf/fruit/seed_pathogen;wood,leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Halysiomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Kabatiella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Metasphaeria;Fungal_traits_DB;synonym of Saccothecium;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Pseudoseptoria;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Pseudosydowia;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Saccothecium;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Selenophoma;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Zalaria;Fungal_traits_DB;;unspecified_saprotroph;;;no_endophytic_capacity;;;;non-aquatic;;;yeast;;;;;;
Alina;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Argynna;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Lepidopterella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;soft_rot;freshwater;;;filamentous_mycelium;;;;;;
Ascoporia;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Aulographum;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Lembosiella;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Lembosina;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Balladyna;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Balladynocallia;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Balladynopsis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Thyriopsis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Cleistosphaera;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Coccoidea;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Coccoidella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cookella;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dimerium;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Pycnoderma;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Acanthorus;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Acanthostigmella;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Achorella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Actinomyxa;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Anopeltis;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Arkoola;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Armata;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Ascominuta;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;freshwater;;;filamentous_mycelium;;;;;;
Asterodothis;Fungal_traits_DB;;foliar_endophyte;plant_pathogen;;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Asteromassaria;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;;;;filamentous_mycelium;;;;;;
Asteronia;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Asteroporum;Fungal_traits_DB;;litter_saprotroph;plant_pathogen;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Botryochora;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Botryohypoxylon;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Botryomyces;Fungal_traits_DB;;animal_parasite;animal_decomposer;;;;animal_material;;non-aquatic;animal_parasite/opportunistic_human_parasite;;filamentous_mycelium;;;;;;
Brooksia;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Bryorella;Fungal_traits_DB;;litter_saprotroph;plant_pathogen;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Bryostroma;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Bryothele;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Byssocallis;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Byssogene;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Callebaea;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Calyptra;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Capillataspora;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;marine;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Caryosporella;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;partly_marine_(partly_non-aquatic);;;filamentous_mycelium;;;;;;
Catulus;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Ceramoclasteropsis;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Ceratophoma;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cercidospora;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;lichenized_some_species;no_endophytic_capacity;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cerodothis;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Chaetocrea;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Chaetosticta;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Chionomyces;Fungal_traits_DB;;litter_saprotroph;;mycoparasite_some_species;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Chuppia;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Cilioplea;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cirsosina;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Clavariopsis;Fungal_traits_DB;;wood_saprotroph;;;;;wood;soft_rot;partly_freshwater_(partly_non-aquatic);;;filamentous_mycelium;;;;;;
Clypeostroma;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cocciscia;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;perithecium_(hymenium_hidden,_narrow_opening);closed;;;chlorococcoid;
Coccochora;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Coccochorina;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Coccodothis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Comesella;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Condylospora;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;partly_aquatic;;;filamentous_mycelium;;;;;;
Crauatamyces;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Crotone;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Cryomyces;Fungal_traits_DB;;unspecified_saprotroph;rock-inhabiting;extremophile_cryophile;;;soil;;non-aquatic;;;filamentous_mycelium;;;;;;
Cyclotheca;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dactuliophora;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Dawsomyces;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dawsophila;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dermatodothis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;other;closed;;;;
Dianesea;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dictyoasterina;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dictyodochium;Fungal_traits_DB;;plant_pathogen;wood_saprotroph;;no_endophytic_capacity;wood_pathogen;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Dictyopeltis;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Dictyostomiopelta;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Dictyothyriella;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Dictyothyrina;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Dictyothyrium;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Didymocyrtidium;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Didymolepta;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Didymopleella;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dilophospora;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Diplochorina;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dothideopsella;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dothivalsaria;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Drepanospora;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;partly_freshwater_(partly_non-aquatic);;;filamentous_mycelium;;;;;;
Dubitatio;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Dubujiana;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Echinothecium;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;no_endophytic_capacity;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Ellismarsporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Elmerinula;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Endosporium;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Englerodothis;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Epibelonium;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Eriothyrium;Fungal_traits_DB;;litter_saprotroph;;;no_endophytic_capacity;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Eumela;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;;no_endophytic_capacity;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Eupelte;Fungal_traits_DB;;epiphyte;plant_pathogen;;foliar_endophyte;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle);closed;;;;
Excipulariopsis;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;;;;;;
Exiliseptum;Fungal_traits_DB;;lichenized;;;no_endophytic_capacity;;;;non-aquatic;;;thallus_photosynthetic;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Extrusothecium;Fungal_traits_DB;;wood_saprotroph;;;no_endophytic_capacity;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Fusicladiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Gibberidea;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Helianthus;filamentous_mycelium;;;;;;
Gilletiella;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Globoa;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Globulina;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Gloeodiscus;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Govindua;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Griggsia;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;filamentous_mycelium;;;;;;
Hansfordiellopsis;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;;;;;;
Hansfordiopsis;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Haplobasidion;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Harknessiella;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Hassea;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Helminthopeltis;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Heptameria;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Heptaster;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Heterosphaeriopsis;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Hidakaea;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Hyalocrea;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;;;fungal_material;;;;;filamentous_mycelium;;;;;;
Hyaloscolecostroma;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Hyalosphaera;Fungal_traits_DB;;plant_pathogen;litter_saprotroph;mycoparasite_some_species;;leaf/fruit/seed_pathogen;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Hyalotheles;Fungal_traits_DB;;plant_pathogen;;;;unspecified_plant_pathogen;;;;;;filamentous_mycelium;;;;;;
Hypobryon;Fungal_traits_DB;;moss_symbiont;;;moss-associated;moss-associated;;;;;mosses,liverworts;filamentous_mycelium;;;;;;
Hysteropsis;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Isomunkia;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Jaffuela;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Kabatia;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;filamentous_mycelium;;;;;;
Kriegeriella;Fungal_traits_DB;;plant_pathogen;;;;unspecified_plant_pathogen;;;;;;filamentous_mycelium;;;;;;
Kullhemia;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Kusanobotrys;Fungal_traits_DB;;sooty_mold;litter_saprotroph;;;;leaf/fruit/seed,sugar-rich_substrates;;non-aquatic;;;filamentous_mycelium;;;;;;
Lanatosphaera;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Lazarenkoa;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;Selaginella;filamentous_mycelium;;;;;;
Lautitia;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;marine;;;filamentous_mycelium;;;;;;
Lembosiopeltis;Fungal_traits_DB;;foliar_endophyte;litter_saprotroph;;foliar_endophyte;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
