Total_BacDive_ids;Phylum;Class;Order;Family;Genus;Species;gram_stain_positive;gram_stain_negative;cell_length_<=_0.9;cell_length_>_0.9_to_1.3;cell_length_>_1.3_to_2;cell_length_>_2;cell_width_<=_0.3;cell_width_>_0.3_to_0.5;cell_width_>_0.5_to_0.7;cell_width_>_0.7;cell_shape_coccus-shaped;cell_shape_rod-shaped;cell_shape_filament-shaped;cell_shape_ovoid-shaped;cell_shape_pleomorphic-shaped;cell_shape_curved-shaped;cell_shape_other;cell_shape_spiral-shaped;motility_no;motility_yes;flagellum_arrangement_polar;flagellum_arrangement_peritrichous;flagellum_arrangement_gliding;pigmentation_production_yes;pigmentation_production_no;colony_color_colorless;colony_color_cream;colony_color_yellow;colony_color_white;colony_color_brown;colony_color_pink;colony_color_orange;colony_color_red;colony_color_grey;colony_color_green;colony_color_blue;forms_multicellular_complex_no;forms_multicellular_complex_yes;temperature_opt_<=_10;temperature_opt_>_10_to_22;temperature_opt_>_22_to_32;temperature_opt_>_32_to_42;temperature_opt_>_42;temperature_preference_psychrophilic;temperature_preference_psychrotrophic;temperature_preference_mesophilic;temperature_preference_thermophilic;temperature_range_<=_10;temperature_range_>_10_to_22;temperature_range_>_22_to_32;temperature_range_>_32_to_42;temperature_range_>_42;temperature_delta_<=_10;temperature_delta_>_10_to_25;temperature_delta_>_25_to_40;temperature_delta_>_40;pH_opt_<=_5;pH_opt_>_5_to_6.5;pH_opt_>_6.5_to_7.5;pH_opt_>_7.5_to_8.5;pH_opt_>_8.5;pH_preference_acidophile;pH_preference_acido-neutrophile;pH_preference_neutrophile;pH_preference_alkalino-neutrophile;pH_preference_alkalino-alkaliphile;pH_range_<=_5;pH_range_>_5_to_6.5;pH_range_>_6.5_to_7.5;pH_range_>_7.5_to_8.5;pH_range_>_8.5;pH_delta_<=_1.5;pH_delta_>_1.5_to_3.5;pH_delta_>_3.5_to_5.5;pH_delta_>_5.5;spore_formation_no;spore_formation_yes;halophily_opt_<=_1;halophily_opt_>_1_to_4;halophily_opt_>_4_to_8;halophily_opt_>_8;halophily_preference_non-halophilic;halophily_preference_weakly;halophily_preference_moderate;halophily_preference_extreme;halophily_range_<=_1;halophily_range_>_1_to_4;halophily_range_>_4_to_8;halophily_range_>_8;halophily_delta_<=_1;halophily_delta_>_1_to_5;halophily_delta_>_5_to_9;halophily_delta_>_9;oxygen_tolerance_facultative;oxygen_tolerance_microaerophile;oxygen_tolerance_anaerobe;oxygen_tolerance_aerobe;antibiotic_resistance_frequency_<=_0.15;antibiotic_resistance_frequency_>_0.15_to_0.85;antibiotic_resistance_frequency_>_0.85;energy_source_chemotroph;energy_source_phototroph;electron_donnor_organotroph;electron_donnor_lithotroph;carbon_source_autotroph;carbon_source_heterotroph;biosafety_level_1;biosafety_level_2;biosafety_level_3;gc_content_<=_40.2;gc_content_>_40.2_to_56.4;gc_content_>_56.4_to_68.1;gc_content_>_68.1;rRNA16S_gene_copies_<=_3;rRNA16S_gene_copies_>_3_to_5;rRNA16S_gene_copies_>_5_to_7;rRNA16S_gene_copies_>_7;estimated_genome_size_<=_3.036;estimated_genome_size_>_3.036_to_5.196;estimated_genome_size_>_5.196_to_7.49;estimated_genome_size_>_7.49
1;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Aliirhizobium cellulosilyticum;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,2;0,6;0,2;0;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0;1;0;0;0,333333333333333;0,666666666666667;0;0;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;0;1;0
1;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Ciceribacter azotifigens;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;1;0;0;0,2;0,6;0,2;0;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA
1;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Ensifer collicola;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;0;0;1;0
1;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Georhizobium profundi;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0;1;0;0;NA;NA;NA;NA;NA;1;0;0;0;0;0;1;0;0;0;0,2;0,4;0,2;0,2;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;1;0;0;0;0;1;0;0
32;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium abscessus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,884615384615385;0;0,115384615384615;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;NA;NA;NA;NA;1;0;0;0;0;1;0;0
4;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium abscessus subsp. abscessus;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0;0;0;0;NA;NA;0;0;0;1;0;0;0,0625;0,9375;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0
1;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium abscessus subsp. bolletii;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125;0,375;0,5;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0
6;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium abscessus subsp. massiliense;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0
1;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium acapulcense;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0
1;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium aemonae;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0
1;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium acetireducens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;1;0;0;0
61;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium acetobutylicum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
1;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium acidisoli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;0;1;0;0
1;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium aciditolerans;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;0;0;0,25;0,75;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0,166666666666667;0,166666666666667;0,333333333333333;0,166666666666667;0,166666666666667;NA;NA;NA;NA;NA;0;0;1;0;0;1;NA;NA;NA;NA;0,5;0,5;0;0;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;0;0;1;0
1;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium aestuarii;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0,166666666666667;0,833333333333333;0;0;NA;NA;NA;NA;NA;0;1;0;0;0;0;1;0;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;0;1;0;0;0,25;0,5;0,25;0;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium akagii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;NA;NA;NA;NA;0;1;0;0
1;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Listonella anguillarum;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,111111111111111;0,666666666666667;0,222222222222222;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;0,25;0,5;0;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;0;1;0;NA;NA;NA;NA;0;0;0;1;0;1;0;0
2;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Listonella pelagia;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1;0,8;0,1;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;0,333333333333333;0,333333333333333;0;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;0,5;0,5;0;NA;NA;NA;NA;0;0;0;1;0;1;0;0
1;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio aerogenes;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,222222222222222;0,555555555555556;0,222222222222222;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;0,333333333333333;0,333333333333333;0;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;0,5;0;NA;NA;NA;NA;0;0;1;0;0;0;1;0
1;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio aestivus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio aestuarianus;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,142857142857143;0,571428571428571;0,285714285714286;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2;0,2;0,6;0;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;0,5;0,5;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio aestuarianus subsp. cardii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
1;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Acetilactobacillus jinshanensis;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0;0;0;1;0;0;0;0;0;0;0;NA;NA;0;0;0;1;0;0;0,25;0,75;0;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;0;0;1;0;0;0;0;NA;NA;NA;NA;NA;0;1;0;0;1;0;1;0;0;0;0,666666666666667;0,333333333333333;0;0;NA;NA;NA;NA;0;1;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;0,5;0;0;0;1;0;0;1;0;0;0
1;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lacticaseibacillus casei;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;0
4;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acetotolerans;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0625;0,875;0,0625;0;NA;NA;NA;NA;NA;0,5;0;0,5;0;NA;NA;NA;NA;NA;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0
36;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acidophilus;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0,5;0;0;0,5;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0,141475602586714;0,0985890652557319;0,759935332157554;0;NA;NA;NA;NA;NA;0;0,0769230769230769;0,923076923076923;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5;0,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8;0;0,2;0;0,5;0;0,5;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;0,666666666666667;0,333333333333333;0;1;0;0;0
1;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus agrestimuris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0
3;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus amylolyticus;1;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;0,5;0;0;0,5;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0,185185185185185;0,185185185185185;0,62962962962963;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,333333333333333;0;0,666666666666667;0;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;1;0;0;0;0;0,5;0,5;0;1;0;0;0
1;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Flavobacterium devorans;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;0,5;0,25;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2;0,4;0,4;0;NA;NA;NA;NA;0;0;0;1;0;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;0,5;0,5;0;0;0;1;0;1;0;0;0;0;1;0;0
1;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas abaci;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;1;0;NA;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0,2;0,8;0;0;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;0;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0
2;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas adhaesiva;0;1;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;0;1;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125;0,75;0,125;0;NA;NA;NA;NA;NA;0;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,166666666666667;0,333333333333333;0,5;0;NA;NA;NA;NA;0;0;0;1;0;0;0;1;0;0;1;NA;NA;NA;NA;NA;NA;1;0;0;0;0;1;0;NA;NA;NA;NA;0;1;0;0
